simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
22.0	4.335043545953079	-0.32776245221187517	1.4714120255062875	68.76047207299662	1.4263329388128232	1.1418419015507364	0.8528679065249625	0.5088839373201002
23.0	1.6193969501318748	0.5094240458231192	1.2836896302513134	277.60040579973116	1.662063222945008	1.3023153636255647	-0.631961066067321	0.535732103296646
24.0	5.648853304752816	0.4270604687418731	0.5325467504533403	174.60478730633045	1.9074445985877992	2.1213878249407214	0.785719198458581	0.37723414766277497
25.0	4.028316397768791	-1.254862079195083	0.25388579040440185	449.2770942635396	1.7580363245744874	1.0114963145207871	-0.6170183816121828	0.2200416100427195
26.0	0.033394642467909394	-1.0199643949769257	0.8619490207252779	345.94759884634664	1.8149515743782507	1.2803366368256999	0.4734174430226128	-0.3557216122338621
27.0	2.0424776082891882	0.7744675504262757	1.0204409715884846	424.611705247089	1.8220161153754293	1.7103857541693395	-0.6309397438572544	-0.17949295774602492
28.0	1.664934550355861	-0.7651104624854717	1.528401405337806	196.5488623333802	2.1150581939713917	1.7889232824965786	0.6209593617891642	0.0027527384377851183
29.0	3.61985087199635	-0.003663734965956067	0.3066869680656291	361.2260576307527	1.3509654530510697	1.0303949580393172	0.3543103418440534	-0.43695390734448325
30.0	5.89997778081339	1.410018971756387	1.4370656236737334	185.0793501277222	1.0193207706610843	2.1603982032346565	-0.03366378841356232	0.6295273080895123
31.0	6.045240419045068	1.1008203332076856	0.4625192380917321	192.54886430096263	2.0639208393960713	1.396152506445347	-0.49556459923203305	0.07591529676076192
32.0	5.872985327031593	0.6198619574304756	0.8954499920247753	48.588246885384265	1.7687590333739622	2.237567312630329	-0.5480747206200756	0.02394955167614976
33.0	5.504320746136488	0.7569339251362548	1.09486976567359	351.2420419935546	1.449363939024694	1.3669898053306166	0.6469385337467515	0.4180780931047172
34.0	5.4397169192372905	1.2853579405009383	0.803214761865252	250.7581473435998	1.997868973708469	1.8124549134722066	0.45518301394724925	0.3987342924273225
35.0	5.583547279355299	-0.47709391676467083	0.5899643224136056	46.9909699204345	1.7228501762452175	1.0449278422459276	0.03313973383148017	0.05679315169989152
36.0	1.7987668585816445	0.297558064479436	0.04790968057058511	18.674094374607208	2.028250700824573	1.4502383017640788	-0.571328552659367	0.029235879415878907
37.0	4.830862445300965	-0.8514142030263543	0.9784340714120109	42.673732496884	1.0646021514607595	1.664193289460185	0.1671206033897331	0.1848248873019449
38.0	4.555518372370035	1.4771887707965874	0.8110026906344433	161.478236470623	1.9939827434608794	1.3385403140775929	-0.014402808608023454	-0.5702117588388159
39.0	0.1606433308383243	1.43673503801385	1.3131545025741278	347.987103046849	1.5111911805178373	1.2166179000885573	-0.5188759278355796	-0.33817014892936925
40.0	3.446266060828047	0.6767453389220335	1.0370356143078387	139.9669484729714	2.193581600828993	1.9223711458697106	0.19161614234817037	0.15009810031547488
41.0	2.6332794478763986	-0.7536476285875279	0.5591605760647418	378.92305523218454	1.0179918607871947	1.1450908006336453	-0.7160596721754705	-0.62117249974263
42.0	5.366890936052499	0.6432330150386463	0.7448305089926415	48.91708032550074	1.6145198438960404	1.5918397134757072	-0.48894185485880554	-0.09015958919147327
43.0	2.5009746664263086	0.37420530409994	0.9976027739536554	22.652004886022258	1.468265768283089	1.7823248946427954	0.10016532335677664	0.4807213407176274
44.0	4.132816329803388	-1.013449549719369	0.1108491292031121	321.2096391031578	1.0331391381770272	1.732219476591829	0.8806089863731867	0.1011378429496902
45.0	2.4361572558106643	0.458270933486183	0.7198219571272183	272.8083946579675	2.1768310109706563	1.482628297250968	0.918034234564838	0.5467203439067865
46.0	1.2296041309960435	-1.3001413360487153	0.1583017143853928	9.110912825774864	1.1180537009449105	1.853758466770446	-0.6710893456711692	-0.2453290219786345
47.0	5.300502670635017	-1.4413511358950541	1.2793641007409136	140.92738738669996	1.1477060345270704	1.8709214567051884	0.32479654313976125	0.5090631287632632
48.0	4.611836936275205	0.949073545365382	0.4430188706241769	88.7197718898614	1.938268439551073	2.0085434240840803	0.9703762426225664	-0.11884149749583939
49.0	2.3348568298170402	0.8661419934996051	0.5353329491881371	465.37866280178235	2.073015939803765	1.5362425342187729	0.542502828666805	0.34301589788255193
